date,equity
2025-06-12,473418.1999999999
2025-06-13,464901.8299999999
2025-06-16,472501.2699999999
2025-06-17,533074.6599999999
2025-06-18,584842.96
2025-06-19,579000.73
2025-06-20,620771.6099999999
2025-06-23,660619.8499999999
2025-06-24,610600.4999999998
2025-06-25,621041.1399999998
2025-06-26,686941.8299999998
2025-06-27,686981.1999999997
2025-06-30,694962.4599999997
2025-07-01,684400.4499999998
2025-07-02,676274.6599999998
2025-07-03,681725.8199999998
2025-07-04,678913.2699999998
2025-07-07,769846.8899999998
2025-07-08,774442.8199999998
2025-07-09,771707.0299999998
2025-07-10,770370.8799999999
2025-07-11,772922.6899999998
2025-07-14,773970.8699999999
2025-07-15,773504.3899999998
2025-07-16,774121.3899999999
2025-07-17,776375.9299999998
2025-07-18,775954.5399999998
2025-07-21,806174.2999999999
2025-07-22,806962.6399999999
2025-07-23,808026.8299999998
2025-07-24,817371.7399999999
2025-07-25,884586.7599999999
2025-07-28,883302.0299999999
2025-07-29,943553.94
2025-07-30,1009868.59
2025-07-31,1072953.8499999999
2025-08-01,1127682.92
2025-08-04,1127823.29
2025-08-05,1127870.08
2025-08-06,1128337.98
2025-08-07,1129788.47
2025-08-08,1202500.13
2025-08-11,1202500.13
2025-08-12,1202500.13
2025-08-13,1202500.13
2025-08-14,1202500.13
2025-08-15,1202500.13
2025-08-18,1202500.13
2025-08-19,1202500.13
2025-08-20,1202500.13
2025-08-21,1202500.13
2025-08-22,1202500.13
2025-08-25,1202500.13
2025-08-26,1202500.13
2025-08-27,1202500.13
2025-08-28,1202500.13
2025-08-29,1202500.13
2025-09-01,1202500.13
2025-09-02,1202500.13
2025-09-03,1202500.13
2025-09-04,1202500.13
2025-09-05,1202500.13
2025-09-08,1202500.13
2025-09-09,1202500.13
2025-09-10,1202500.13
2025-09-11,1202500.13
2025-09-12,1202500.13
2025-09-15,1202500.13
2025-09-16,1202500.13
2025-09-17,1202500.13
2025-09-18,1202500.13
2025-09-19,1202500.13
2025-09-22,1202500.13
2025-09-23,1202500.13
2025-09-24,1202500.13
2025-09-25,1202500.13
2025-09-26,1202500.13
2025-09-29,1202500.13
2025-09-30,1202500.13
2025-10-09,1202500.13
2025-10-10,1202500.13
2025-10-13,1202500.13
2025-10-14,1202500.13
2025-10-15,1202500.13
2025-10-16,1202500.13
2025-10-17,1202500.13
2025-10-20,1202500.13
2025-10-21,1202500.13
2025-10-22,1202500.13
2025-10-23,1202500.13
2025-10-24,1202500.13
2025-10-27,1202500.13
2025-10-28,1202500.13
2025-10-29,1202500.13
2025-10-30,1202500.13
2025-10-31,1202500.13
2025-11-03,1202500.13
2025-11-04,1202500.13
2025-11-05,1202500.13
2025-11-06,1202500.13
2025-11-07,1202500.13
2025-11-10,1202500.13
2025-11-11,1202500.13
2025-11-12,1202500.13
2025-11-13,1202500.13
2025-11-14,1202500.13
2025-11-17,1202500.13
2025-11-18,1202500.13
2025-11-19,1202500.13
2025-11-20,1202500.13
2025-11-21,1202500.13
2025-11-24,1202500.13
2025-11-25,1202500.13
2025-11-26,1202500.13
2025-11-27,1202500.13
2025-11-28,1202500.13
2025-12-01,1202500.13
2025-12-02,1202500.13
2025-12-03,1202500.13
2025-12-04,1202500.13
2025-12-05,1202500.13
2025-12-08,1202500.13
2025-12-09,1202500.13
2025-12-10,1202500.13
2025-12-11,1202500.13
2025-12-12,1202500.13
2025-12-15,1202500.13
2025-12-16,1202500.13
2025-12-17,1202500.13
2025-12-18,1202500.13
2025-12-19,1085312.2099999997
2025-12-22,1088948.3599999999
2025-12-23,1084965.9099999997
2025-12-24,1082853.4799999997
2025-12-25,1085554.6199999999
2025-12-26,1082507.1799999997
2025-12-29,1081537.5399999998
2025-12-30,1080152.3399999999
2025-12-31,1078213.0599999998
2026-01-05,1086143.3299999998
2026-01-06,1086316.4799999997
2026-01-07,1084584.9799999997
2026-01-08,1086766.6699999997
2026-01-09,1091407.0899999999
2026-01-12,1091753.39
2026-01-13,1229961.7199999997
2026-01-14,1229961.7199999997
2026-01-15,1229961.7199999997
2026-01-16,1229961.7199999997
2026-01-19,1229961.7199999997
2026-01-20,1229961.7199999997
2026-01-21,1229961.7199999997
2026-01-22,1229961.7199999997
2026-01-23,1229961.7199999997
2026-01-26,1229961.7199999997
2026-01-27,1229961.7199999997
2026-01-28,1229961.7199999997
2026-01-29,1229961.7199999997
2026-01-30,1229961.7199999997
2026-02-02,1229961.7199999997
2026-02-03,1229961.7199999997
2026-02-04,1229961.7199999997
2026-02-05,1229961.7199999997
2026-02-06,1229961.7199999997
2026-02-09,1229961.7199999997
2026-02-10,1229961.7199999997
2026-02-11,1229961.7199999997
2026-02-12,1229961.7199999997
2026-02-13,1229961.7199999997
2026-02-24,1229961.7199999997
2026-02-25,1229961.7199999997
2026-02-26,1229961.7199999997
2026-02-27,1229961.7199999997
2026-03-02,1229961.7199999997
2026-03-03,1229961.7199999997
2026-03-04,1229961.7199999997
2026-03-05,1229961.7199999997
2026-03-06,1229961.7199999997
2026-03-09,1229961.7199999997
2026-03-10,1229961.7199999997
2026-03-11,1229961.7199999997
2026-03-12,1229961.7199999997
2026-03-13,1229961.7199999997
2026-03-16,1229961.7199999997
2026-03-17,1229961.7199999997
2026-03-18,1229961.7199999997
2026-03-19,1229961.7199999997
2026-03-20,1229961.7199999997
2026-03-23,1103176.7399999998
2026-03-24,1104697.5599999998
2026-03-25,895552.9499999997
2026-03-26,890906.6499999998
2026-03-27,895453.6599999998
2026-03-30,820112.3799999998
2026-03-31,817660.7199999997
2026-04-01,923716.1699999998
2026-04-02,919302.2599999998
2026-04-03,914714.2199999997
2026-04-07,915312.8899999998
2026-04-08,933643.6999999997
2026-04-09,930269.0399999998
2026-04-10,1050516.6899999997
2026-04-13,1051064.0899999999
2026-04-14,1060836.3699999999
2026-04-15,1056364.3499999999
2026-04-16,1177470.65
2026-04-17,1301085.47
2026-04-20,1301085.47
2026-04-21,1301085.47
2026-04-22,1301085.47
2026-04-23,1301085.47
2026-04-24,1301085.47
2026-04-27,1301085.47
2026-04-28,1164979.8499999999
2026-04-29,1165280.0699999998
2026-04-30,1164220.47
2026-05-06,1163743.65
2026-05-07,1169324.21
2026-05-08,1169942.3099999998
2026-05-11,1165050.49
2026-05-12,1166286.69
2026-05-13,1167558.21
2026-05-14,924373.6599999999
2026-05-15,1051648.42
2026-05-18,1045732.9499999998
2026-05-19,1045582.0999999999
2026-05-20,945274.8399999997
2026-05-21,1046096.1099999998
2026-05-22,1044801.4199999998
2026-05-25,1160578.5999999999
2026-05-26,1158099.0999999999
2026-05-27,1156272.0999999999
2026-05-28,1157656.8499999999
2026-05-29,1158693.5999999999
2026-06-01,1047626.6599999998
2026-06-02,936612.9999999998
2026-06-03,836973.0199999999
2026-06-04,946741.1899999998
2026-06-05,1045763.0399999999
2026-06-08,1132709.4
2026-06-09,1130465.4
2026-06-10,1135679.4
2026-06-11,1133963.4
2026-06-12,1135877.4
