date,equity
2025-09-09,770608.6500000001
2025-09-10,700700.0900000002
2025-09-11,724837.9000000001
2025-09-12,649250.3700000002
2025-09-15,719653.0100000002
2025-09-16,723732.7700000003
2025-09-17,791207.7600000004
2025-09-18,624244.1100000003
2025-09-19,694950.7300000003
2025-09-22,625292.6600000004
2025-09-23,692895.0500000003
2025-09-24,623925.7500000003
2025-09-25,622646.6400000004
2025-09-26,683423.1400000004
2025-09-29,832069.5700000004
2025-09-30,598642.1200000005
2025-10-09,688165.0000000005
2025-10-10,612084.1200000005
2025-10-13,771301.3900000005
2025-10-14,888420.9400000005
2025-10-15,712743.2100000004
2025-10-16,647753.6400000005
2025-10-17,642838.8700000005
2025-10-20,592365.9400000005
2025-10-21,599930.5800000005
2025-10-22,680904.5500000006
2025-10-23,743892.8800000007
2025-10-24,612295.2800000007
2025-10-27,704502.8400000007
2025-10-28,635346.1300000007
2025-10-29,642719.3800000007
2025-10-30,765170.0400000006
2025-10-31,759599.6100000006
2025-11-03,608176.2300000006
2025-11-04,596297.0200000005
2025-11-05,592317.9500000005
2025-11-06,608074.3500000006
2025-11-07,602083.2000000005
2025-11-10,833070.3600000005
2025-11-11,655077.8500000003
2025-11-12,578501.7900000003
2025-11-13,673989.1500000004
2025-11-14,837987.5100000004
2025-11-17,689429.4300000003
2025-11-18,692959.6300000002
2025-11-19,622311.4800000002
2025-11-20,757913.7700000003
2025-11-21,1029609.3700000001
2025-11-24,408602.1600000001
2025-11-25,425370.1600000001
2025-11-26,427803.1800000001
2025-11-27,421782.8100000001
2025-11-28,429690.8700000001
2025-12-01,445374.4800000001
2025-12-02,431017.54000000015
2025-12-03,604864.8200000001
2025-12-04,596449.0700000002
2025-12-05,547962.7700000001
2025-12-08,646601.4200000002
2025-12-09,701710.3200000002
2025-12-10,623363.7600000002
2025-12-11,617505.0200000003
2025-12-12,623978.1800000003
2025-12-15,741574.6500000003
2025-12-16,576426.5100000002
2025-12-17,803938.1700000002
2025-12-18,701919.6300000001
2025-12-19,621239.1500000001
2025-12-22,633308.5400000002
2025-12-23,642373.1300000001
2025-12-24,657849.3600000001
2025-12-25,649002.1800000002
2025-12-26,746647.0500000002
2025-12-29,724458.2600000001
2025-12-30,653808.1500000001
2025-12-31,719553.6700000002
2026-01-05,687550.4900000002
2026-01-06,833573.1300000001
2026-01-07,751207.5200000001
2026-01-08,760277.1200000001
2026-01-09,686387.7700000001
2026-01-12,1039021.9500000001
2026-01-13,880997.8300000001
2026-01-14,622021.67
2026-01-15,787692.29
2026-01-16,774413.23
2026-01-19,626492.1200000001
2026-01-20,769548.51
2026-01-21,720544.1000000001
2026-01-22,653621.8500000001
2026-01-23,851607.7300000001
2026-01-26,759650.17
2026-01-27,667762.5100000001
2026-01-28,756444.76
2026-01-29,811494.02
2026-01-30,895286.8200000001
2026-02-02,868239.63
2026-02-03,632748.5900000001
2026-02-04,708367.47
2026-02-05,614350.74
2026-02-06,626830.46
2026-02-09,644944.04
2026-02-10,708922.79
2026-02-11,635957.5599999999
2026-02-12,777741.94
2026-02-13,617565.95
2026-02-24,625411.24
2026-02-25,716093.85
2026-02-26,846451.12
2026-02-27,841394.6
2026-03-02,752809.1599999999
2026-03-03,1014647.05
2026-03-04,503275.29
2026-03-05,517822.61
2026-03-06,597500.5499999999
2026-03-09,529412.14
2026-03-10,550953.08
2026-03-11,545815.59
2026-03-12,527368.2999999999
2026-03-13,735385.5599999999
2026-03-16,513631.00000000006
2026-03-17,596776.72
2026-03-18,580885.88
2026-03-19,676071.3800000001
2026-03-20,839989.1
2026-03-23,705734.23
2026-03-24,568639.8
2026-03-25,651599.54
2026-03-26,692688.92
2026-03-27,708084.49
2026-03-30,803510.06
2026-03-31,637803.61
2026-04-01,648843.98
2026-04-02,703932.43
2026-04-03,789550.2999999999
2026-04-07,633169.6699999999
2026-04-08,750489.54
2026-04-09,752103.3600000001
2026-04-10,814369.5800000001
2026-04-13,655681.1100000001
2026-04-14,661091.6100000001
2026-04-15,739325.9500000001
2026-04-16,683826.2500000001
2026-04-17,681364.62
2026-04-20,750314.3900000001
2026-04-21,740938.2000000002
2026-04-22,672663.0700000002
2026-04-23,734514.2100000002
2026-04-24,646949.4900000002
2026-04-27,919408.8900000002
2026-04-28,552980.0800000002
2026-04-29,567410.3900000001
2026-04-30,742759.3700000001
2026-05-06,614196.2900000002
2026-05-07,726191.4000000003
2026-05-08,890976.4400000002
2026-05-11,730026.31
2026-05-12,737232.29
2026-05-13,679623.79
2026-05-14,791910.39
2026-05-15,779458.2700000001
2026-05-18,620216.5900000002
2026-05-19,619878.9300000002
2026-05-20,698052.2700000001
2026-05-21,764145.9800000001
2026-05-22,622032.2200000001
2026-05-25,726792.68
2026-05-26,731542.1700000002
2026-05-27,648075.0900000001
2026-05-28,732660.81
2026-05-29,720055.3500000001
2026-06-01,867236.8300000001
2026-06-02,697902.41
2026-06-03,708462.78
2026-06-04,878739.18
2026-06-05,677307.6900000001
2026-06-08,814100.1300000001
2026-06-09,596085.6400000002
2026-06-10,594423.4400000003
2026-06-11,768854.0100000002
2026-06-12,716069.8400000002
