code,market,name,date,deal_price,close_price,premium_pct,vol,amount,buyer,seller
600930,sh,华电新能,2026-06-18,0,0,0,0,0,,
601006,sh,大秦铁路,2026-06-18,0,0,0,0,0,,
601010,sh,ST文峰,2026-06-18,0,0,0,0,0,,
601065,sh,江盐集团,2026-06-18,0,0,0,0,0,,
601058,sh,赛轮轮胎,2026-06-18,0,0,0,0,0,,
601066,sh,中信建投,2026-06-18,0,0,0,0,0,,
601088,sh,中国神华,2026-06-18,0,0,0,0,0,,
601138,sh,工业富联,2026-06-18,0,0,0,0,0,,
601279,sh,英利汽车,2026-06-18,0,0,0,0,0,,
601318,sh,中国平安,2026-06-18,0,0,0,0,0,,
601377,sh,兴业证券,2026-06-18,0,0,0,0,0,,
601398,sh,工商银行,2026-06-18,0,0,0,0,0,,
601456,sh,国联民生,2026-06-18,0,0,0,0,0,,
601528,sh,瑞丰银行,2026-06-18,0,0,0,0,0,,
601568,sh,北元化工,2026-06-18,0,0,0,0,0,,
601577,sh,长沙银行,2026-06-18,0,0,0,0,0,,
601611,sh,中国核建,2026-06-18,0,0,0,0,0,,
601669,sh,中国电建,2026-06-18,0,0,0,0,0,,
601678,sh,滨化股份,2026-06-18,0,0,0,0,0,,
601686,sh,友发集团,2026-06-18,0,0,0,0,0,,
601838,sh,成都银行,2026-06-18,0,0,0,0,0,,
601857,sh,中国石油,2026-06-18,0,0,0,0,0,,
601860,sh,紫金银行,2026-06-18,0,0,0,0,0,,
601868,sh,中国能建,2026-06-18,0,0,0,0,0,,
601929,sh,吉视传媒,2026-06-18,0,0,0,0,0,,
601975,sh,招商南油,2026-06-18,0,0,0,0,0,,
601990,sh,南京证券,2026-06-18,0,0,0,0,0,,
601991,sh,大唐发电,2026-06-18,0,0,0,0,0,,
603058,sh,永吉股份,2026-06-18,0,0,0,0,0,,
603090,sh,宏盛股份,2026-06-18,0,0,0,0,0,,
603112,sh,华翔股份,2026-06-18,0,0,0,0,0,,
603117,sh,万林物流,2026-06-18,0,0,0,0,0,,
603119,sh,浙江荣泰,2026-06-18,0,0,0,0,0,,
603132,sh,金徽股份,2026-06-18,0,0,0,0,0,,
603211,sh,晋拓股份,2026-06-18,0,0,0,0,0,,
603212,sh,赛伍技术,2026-06-18,0,0,0,0,0,,
603258,sh,电魂网络,2026-06-18,0,0,0,0,0,,
603296,sh,华勤技术,2026-06-18,0,0,0,0,0,,
603367,sh,辰欣药业,2026-06-18,0,0,0,0,0,,
603379,sh,三美股份,2026-06-18,0,0,0,0,0,,
603638,sh,艾迪精密,2026-06-18,0,0,0,0,0,,
603650,sh,彤程新材,2026-06-18,0,0,0,0,0,,
603681,sh,永冠新材,2026-06-18,0,0,0,0,0,,
603683,sh,晶华新材,2026-06-18,0,0,0,0,0,,
603685,sh,晨丰科技,2026-06-18,0,0,0,0,0,,
603690,sh,至纯科技,2026-06-18,0,0,0,0,0,,
603700,sh,宁水集团,2026-06-18,0,0,0,0,0,,
603730,sh,岱美股份,2026-06-18,0,0,0,0,0,,
603813,sh,原尚股份,2026-06-18,0,0,0,0,0,,
603890,sh,春秋电子,2026-06-18,0,0,0,0,0,,
603893,sh,瑞芯微,2026-06-18,0,0,0,0,0,,
603900,sh,莱绅通灵,2026-06-18,0,0,0,0,0,,
603938,sh,三孚股份,2026-06-18,0,0,0,0,0,,
603986,sh,兆易创新,2026-06-18,0,0,0,0,0,,
603993,sh,洛阳钼业,2026-06-18,0,0,0,0,0,,
605118,sh,力鼎光电,2026-06-18,0,0,0,0,0,,
605133,sh,嵘泰股份,2026-06-18,0,0,0,0,0,,
605208,sh,永茂泰,2026-06-18,0,0,0,0,0,,
605499,sh,东鹏饮料,2026-06-18,0,0,0,0,0,,
605580,sh,恒盛能源,2026-06-18,0,0,0,0,0,,
688022,sh,ST瀚川,2026-06-18,0,0,0,0,0,,
688029,sh,南微医学,2026-06-18,0,0,0,0,0,,
688032,sh,禾迈股份,2026-06-18,0,0,0,0,0,,
