code,market,name,price,last_close,open,high,low,change_amt,change_pct,turnover_pct,pe_ttm,pb,mcap_yi,float_mcap_yi,limit_up,limit_down,vol_ratio,pe_static,amplitude_pct,amount_wan,update_time
002501,sz,*ST利源,1.50,1.51,1.49,1.51,1.45,-0.01,-0.66,0.97,-31.26,33.19,53.25,,1.59,1.43,-23.47,1.51,53.20,-29.84,2026-06-16T18:29:50.343243
002506,sz,协鑫集成,3.33,3.27,3.30,3.37,3.22,0.06,1.83,5.24,-16.87,20.69,194.82,,3.60,2.94,-39.67,3.37,194.62,-16.71,2026-06-16T18:29:50.343243
002507,sz,涪陵榨菜,11.67,11.78,11.75,11.82,11.60,-0.11,-0.93,0.66,17.53,1.54,134.66,,12.96,10.60,-9.11,11.82,134.30,17.53,2026-06-16T18:29:50.343243
002508,sz,老板电器,16.04,16.30,16.35,16.35,15.88,-0.26,-1.60,0.88,12.40,1.34,151.57,,17.93,14.67,-21.10,16.35,149.74,12.07,2026-06-16T18:29:50.343243
002510,sz,天汽模,6.28,6.43,6.38,6.39,6.27,-0.15,-2.33,1.96,106.55,2.51,63.75,,7.07,5.79,-16.71,6.39,63.10,96.80,2026-06-16T18:29:50.343243
002511,sz,中顺洁柔,6.98,7.10,7.08,7.08,6.92,-0.12,-1.69,0.83,25.33,1.63,89.79,,7.81,6.39,-20.76,7.08,88.30,28.18,2026-06-16T18:29:50.343243
002512,sz,ST达华,4.26,4.09,4.11,4.29,4.05,0.17,4.16,3.93,-37.06,15.79,46.96,,4.29,3.89,-2.29,4.29,46.62,-23.27,2026-06-16T18:29:50.343243
002513,sz,蓝丰生化,5.43,5.45,5.48,5.49,5.23,-0.02,-0.37,5.76,-11.13,50.87,20.39,,6.00,4.91,-23.41,5.49,15.69,-10.70,2026-06-16T18:29:50.343243
002514,sz,*ST宝馨,3.21,3.06,3.21,3.21,3.09,0.15,4.90,9.89,-11.37,-43.78,23.11,,3.21,2.91,-34.49,3.21,17.78,-10.78,2026-06-16T18:29:50.343243
002515,sz,金字火腿,9.11,8.28,8.82,9.11,8.50,0.83,10.02,6.08,795.31,4.22,110.29,,9.11,7.45,53.89,9.11,100.38,435.87,2026-06-16T18:29:50.343243
002516,sz,旷达科技,6.24,6.21,6.18,6.32,6.15,0.03,0.48,1.53,47.09,2.47,91.78,,6.83,5.59,4.70,6.32,90.94,49.83,2026-06-16T18:29:50.343243
002517,sz,恺英网络,14.73,14.98,14.89,15.01,14.68,-0.25,-1.67,2.03,14.53,3.10,314.70,,16.48,13.48,-23.48,15.01,278.26,16.53,2026-06-16T18:29:50.343243
002518,sz,科士达,50.85,48.85,49.30,51.36,48.85,2.00,4.09,3.73,46.37,6.28,296.06,,53.74,43.97,6.20,51.36,287.38,48.46,2026-06-16T18:29:50.343243
002519,sz,银河电子,6.46,6.34,6.37,6.50,6.28,0.12,1.89,3.36,-110.61,3.28,72.77,,6.97,5.71,-20.93,6.50,72.20,-86.96,2026-06-16T18:29:50.343243
002520,sz,日发精机,6.93,6.68,6.66,6.93,6.61,0.25,3.74,9.06,-41.03,17.56,51.99,,7.35,6.01,5.48,6.93,49.72,-24.92,2026-06-16T18:29:50.343243
002521,sz,齐峰新材,6.99,7.12,7.08,7.18,6.92,-0.13,-1.83,0.98,22.12,1.01,39.15,,7.83,6.41,-11.52,7.18,29.30,25.29,2026-06-16T18:29:50.343243
002522,sz,浙江众成,7.41,7.42,7.42,7.54,7.28,-0.01,-0.13,8.67,113.84,2.90,67.12,,8.16,6.68,22.08,7.54,67.06,115.20,2026-06-16T18:29:50.343243
002523,sz,天桥起重,3.30,3.33,3.32,3.33,3.27,-0.03,-0.90,1.08,40.75,1.89,46.75,,3.66,3.00,-23.43,3.33,46.58,39.16,2026-06-16T18:29:50.343243
002524,sz,光正眼科,3.49,3.51,3.50,3.53,3.36,-0.02,-0.57,2.93,-75.23,19.54,17.99,,3.86,3.16,-25.74,3.53,17.83,-92.24,2026-06-16T18:29:50.343243
002526,sz,山东矿机,2.92,2.94,2.93,2.94,2.89,-0.02,-0.68,0.91,65.42,1.60,52.06,,3.23,2.65,-20.65,2.94,51.72,42.46,2026-06-16T18:29:50.343243
002527,sz,新时达,14.19,13.89,13.81,14.75,13.51,0.30,2.16,5.12,1535.65,7.56,94.09,,15.28,12.50,-3.93,14.75,75.05,1708.30,2026-06-16T18:29:50.343243
002528,sz,*ST英飞,4.76,4.96,4.90,4.97,4.71,-0.20,-4.03,1.24,-18.13,-43.54,57.06,,5.21,4.71,39.18,4.97,49.99,-19.65,2026-06-16T18:29:50.343243
002529,sz,海源复材,8.40,7.82,7.82,8.45,7.58,0.58,7.42,5.46,-11.96,27.41,21.84,,8.60,7.04,16.02,8.45,21.84,-11.77,2026-06-16T18:29:50.343243
002530,sz,金财互联,7.62,7.77,7.72,7.75,7.59,-0.15,-1.93,2.28,88.19,4.47,59.37,,8.55,6.99,-20.24,7.75,52.97,91.55,2026-06-16T18:29:50.343243
002531,sz,天顺风能,9.55,9.45,9.38,9.88,9.32,0.10,1.06,2.37,-74.68,1.98,171.60,,10.40,8.51,-17.81,9.88,170.64,-72.86,2026-06-16T18:29:50.343243
002532,sz,天山铝业,12.71,13.52,13.24,13.26,12.54,-0.81,-5.99,3.88,9.84,1.95,588.31,,14.87,12.17,-23.95,13.26,521.98,12.21,2026-06-16T18:29:50.343243
002533,sz,金杯电工,11.57,11.45,11.48,11.71,11.35,0.12,1.05,1.66,14.27,2.03,84.92,,12.60,10.31,-19.23,11.71,73.78,14.15,2026-06-16T18:29:50.343243
002534,sz,西子洁能,21.00,20.51,20.56,21.36,20.37,0.49,2.39,1.86,39.62,3.14,175.55,,22.56,18.46,19.79,21.36,173.33,40.21,2026-06-16T18:29:50.343243
002535,sz,林州重机,2.47,2.48,2.48,2.50,2.39,-0.01,-0.40,3.04,-30.30,3.33,19.80,,2.73,2.23,-33.42,2.50,18.43,-41.74,2026-06-16T18:29:50.343243
002536,sz,飞龙股份,45.33,45.22,45.57,46.66,44.97,0.11,0.24,6.23,103.34,7.42,260.55,,49.74,40.70,31.01,46.66,246.78,82.21,2026-06-16T18:29:50.343243
002537,sz,海联金汇,5.96,6.09,6.06,6.09,5.92,-0.13,-2.13,1.35,23.19,1.59,69.97,,6.70,5.48,-31.34,6.09,69.68,23.29,2026-06-16T18:29:50.343243
002538,sz,ST司特,6.06,6.12,6.09,6.10,6.02,-0.06,-0.98,0.98,26.38,0.98,51.73,,6.43,5.81,-18.66,6.10,51.69,31.33,2026-06-16T18:29:50.343243
002539,sz,云图控股,12.23,12.53,12.44,12.60,12.17,-0.30,-2.39,1.92,16.84,1.52,147.70,,13.78,11.28,-18.52,12.60,108.82,17.86,2026-06-16T18:29:50.343243
002540,sz,亚太科技,5.19,5.25,5.20,5.25,5.15,-0.06,-1.14,1.03,17.48,1.16,64.93,,5.78,4.73,-23.68,5.25,44.54,15.26,2026-06-16T18:29:50.343243
002541,sz,鸿路钢构,16.79,17.38,17.28,17.58,16.62,-0.59,-3.39,2.19,18.04,1.18,115.85,,19.12,15.64,-24.03,17.58,83.31,18.36,2026-06-16T18:29:50.343243
002542,sz,*ST中岩,1.52,1.49,1.48,1.53,1.45,0.03,2.01,1.47,-2.92,-16.98,27.45,,1.56,1.42,-53.23,1.53,26.73,-2.89,2026-06-16T18:29:50.343243
002543,sz,万和电气,6.74,6.85,6.83,6.84,6.68,-0.11,-1.61,0.48,43.21,1.08,50.12,,7.54,6.17,-25.37,6.84,44.59,23.24,2026-06-16T18:29:50.343243
002544,sz,普天科技,20.15,19.81,19.82,20.45,19.62,0.34,1.72,2.26,549.80,3.68,137.13,,21.79,17.83,-28.19,20.45,137.11,546.02,2026-06-16T18:29:50.343243
002545,sz,东方铁塔,19.76,20.82,20.95,21.03,19.57,-1.06,-5.09,4.05,17.53,2.41,245.83,,22.90,18.74,-17.01,21.03,223.32,20.38,2026-06-16T18:29:50.343243
002546,sz,新联电子,7.01,6.95,6.95,7.08,6.84,0.06,0.86,2.31,10.40,1.54,58.47,,7.65,6.26,-29.19,7.08,56.17,10.11,2026-06-16T18:29:50.620362
002547,sz,*ST春兴,3.21,3.33,3.33,3.35,3.16,-0.12,-3.60,4.05,-8.20,-8.29,36.21,,3.50,3.16,-10.34,3.35,35.46,-8.27,2026-06-16T18:29:50.620362
002548,sz,金新农,4.04,3.97,3.96,4.07,3.92,0.07,1.76,3.26,-7.41,3.20,33.46,,4.37,3.57,-33.33,4.07,32.50,-11.43,2026-06-16T18:29:50.620362
002549,sz,凯美特气,17.83,17.21,17.23,17.85,16.91,0.62,3.60,7.83,260.81,6.08,123.98,,18.93,15.49,-0.94,17.85,123.45,180.85,2026-06-16T18:29:50.620362
002550,sz,千红制药,5.82,5.90,5.87,5.88,5.77,-0.08,-1.36,1.02,23.07,2.79,74.48,,6.49,5.31,-21.69,5.88,54.78,18.68,2026-06-16T18:29:50.620362
002551,sz,尚荣医疗,2.91,2.91,2.91,2.93,2.83,0.00,0.00,2.15,-15.84,0.99,24.60,,3.20,2.62,-24.22,2.93,17.79,-17.63,2026-06-16T18:29:50.620362
002552,sz,宝鼎科技,70.93,64.48,66.40,70.93,65.98,6.45,10.00,1.12,159.70,17.57,275.20,,70.93,58.03,287.38,70.93,261.38,221.51,2026-06-16T18:29:50.620362
002553,sz,南方精工,17.93,18.32,18.24,18.30,17.67,-0.39,-2.13,3.54,24.91,4.03,63.37,,20.15,16.49,-26.18,18.30,45.94,18.33,2026-06-16T18:29:50.620362
002554,sz,惠博普,3.22,3.23,3.26,3.27,3.14,-0.01,-0.31,1.90,-10.03,2.25,42.95,,3.55,2.91,-16.15,3.27,42.94,-11.60,2026-06-16T18:29:50.620362
002555,sz,三七互娱,17.83,18.19,18.08,18.14,17.75,-0.36,-1.98,1.86,12.23,3.00,394.44,,20.01,16.37,-22.99,18.14,283.03,13.60,2026-06-16T18:29:50.620362
002556,sz,辉隆股份,5.07,5.12,5.10,5.12,5.03,-0.05,-0.98,0.84,29.02,1.35,47.99,,5.63,4.61,-22.28,5.12,47.94,24.78,2026-06-16T18:29:50.620362
002557,sz,洽洽食品,19.89,20.53,20.40,20.40,19.79,-0.64,-3.12,1.68,24.57,2.03,100.61,,22.58,18.48,-7.70,20.40,100.40,31.60,2026-06-16T18:29:50.620362
002558,sz,巨人网络,24.28,24.31,24.33,24.73,23.98,-0.03,-0.12,2.16,18.55,2.89,461.46,,26.74,21.88,-29.95,24.73,461.46,26.30,2026-06-16T18:29:50.620362
002559,sz,亚威股份,10.31,10.06,9.99,10.35,9.95,0.25,2.49,7.37,55.63,3.27,56.68,,11.07,9.05,-1.40,10.35,51.96,53.65,2026-06-16T18:29:50.620362
002560,sz,通达股份,8.43,8.41,8.41,8.49,8.25,0.02,0.24,5.09,35.55,2.30,61.98,,9.25,7.57,15.81,8.49,53.39,38.40,2026-06-16T18:29:50.620362
002561,sz,徐家汇,6.98,6.97,6.97,7.01,6.82,0.01,0.14,0.98,-127.63,1.34,29.02,,7.67,6.27,-17.30,7.01,28.93,-185.92,2026-06-16T18:29:50.620362
002562,sz,兄弟科技,4.84,4.89,4.88,4.89,4.79,-0.05,-1.02,1.84,50.55,1.55,55.31,,5.38,4.40,-28.08,4.89,39.37,58.16,2026-06-16T18:29:50.620362
002563,sz,森马服饰,5.36,5.41,5.40,5.43,5.30,-0.05,-0.92,0.94,14.59,1.28,144.40,,5.95,4.87,-0.37,5.43,118.30,16.18,2026-06-16T18:29:50.620362
002564,sz,天沃科技,4.82,4.75,4.75,4.92,4.68,0.07,1.47,2.08,130.02,21.80,41.40,,5.23,4.28,-29.43,4.92,41.40,88.13,2026-06-16T18:29:50.620362
002565,sz,顺灏股份,13.49,13.70,14.00,14.10,13.41,-0.21,-1.53,6.09,217.99,7.78,142.99,,15.07,12.33,-16.78,14.10,142.99,242.61,2026-06-16T18:29:50.620362
002566,sz,益盛药业,6.68,6.81,6.76,6.84,6.57,-0.13,-1.91,2.42,66.42,1.00,22.11,,7.49,6.13,-19.61,6.84,15.48,76.23,2026-06-16T18:29:50.620362
002567,sz,唐人神,3.45,3.54,3.53,3.53,3.43,-0.09,-2.54,1.11,-2.85,1.19,49.44,,3.89,3.19,-20.87,3.53,49.39,-4.17,2026-06-16T18:29:50.620362
002568,sz,百润股份,19.49,19.49,19.44,19.65,18.91,0.00,0.00,2.66,30.19,4.29,203.01,,21.44,17.54,7.32,19.65,148.72,31.85,2026-06-16T18:29:50.620362
002569,sz,*ST步森,16.21,16.65,16.66,16.84,16.17,-0.44,-2.64,1.26,269.33,58.78,23.34,,17.48,15.82,8.94,16.84,22.70,269.17,2026-06-16T18:29:50.620362
002570,sz,贝因美,4.79,4.88,4.85,4.86,4.77,-0.09,-1.84,2.59,34.44,3.18,51.73,,5.37,4.39,-16.26,4.86,51.73,33.58,2026-06-16T18:29:50.620362
002571,sz,德力股份,11.69,11.19,11.10,12.25,11.01,0.50,4.47,4.83,-18.34,5.76,45.82,,12.31,10.07,-4.18,12.25,34.87,-17.62,2026-06-16T18:29:50.620362
002572,sz,索菲亚,8.31,8.50,8.48,8.48,8.22,-0.19,-2.24,1.40,9.41,1.21,80.03,,9.35,7.65,-34.52,8.48,54.14,8.88,2026-06-16T18:29:50.620362
002573,sz,清新环境,3.25,3.27,3.26,3.27,3.23,-0.02,-0.61,0.35,-11.25,0.84,46.00,,3.60,2.94,-19.55,3.27,45.92,-10.93,2026-06-16T18:29:50.620362
002574,sz,明牌珠宝,4.70,4.74,4.74,4.75,4.61,-0.04,-0.84,0.85,-8.03,0.91,24.82,,5.21,4.27,-21.27,4.75,24.82,-6.90,2026-06-16T18:29:50.620362
002575,sz,群兴玩具,5.96,6.17,6.10,6.10,5.85,-0.21,-3.40,7.30,-300.08,4.36,36.74,,6.79,5.55,-31.49,6.10,34.83,-139.16,2026-06-16T18:29:50.620362
002576,sz,通达动力,16.11,16.34,16.30,16.33,15.93,-0.23,-1.41,2.92,31.18,2.04,26.60,,17.97,14.71,-16.71,16.33,26.10,32.29,2026-06-16T18:29:50.620362
002577,sz,雷柏科技,18.39,18.46,18.40,18.89,18.14,-0.07,-0.38,1.54,-654.08,4.44,51.62,,20.31,16.61,9.59,18.89,51.62,-1094.84,2026-06-16T18:29:50.620362
002578,sz,闽发铝业,3.75,3.67,3.64,3.77,3.59,0.08,2.18,4.00,-165.75,2.33,35.20,,4.04,3.30,-7.64,3.77,32.29,-118.48,2026-06-16T18:29:50.620362
002579,sz,中京电子,16.79,16.35,16.43,16.92,16.21,0.44,2.69,20.33,392.17,4.28,102.86,,17.99,14.72,35.19,16.92,97.95,375.82,2026-06-16T18:29:50.620362
002580,sz,圣阳股份,21.60,21.61,22.00,22.35,21.42,-0.01,-0.05,15.68,52.66,4.09,98.04,,23.77,19.45,68.36,22.35,97.71,52.73,2026-06-16T18:29:50.620362
002581,sz,*ST未名,3.74,3.56,3.57,3.74,3.39,0.18,5.06,2.78,-18.46,1.37,24.67,,3.74,3.38,-53.19,3.74,14.99,-21.22,2026-06-16T18:29:50.620362
002582,sz,好想你,9.37,9.61,9.55,9.60,9.34,-0.24,-2.50,3.61,2.17,0.87,41.95,,10.57,8.65,-12.42,9.60,32.26,4.84,2026-06-16T18:29:50.620362
002583,sz,海能达,9.17,9.50,9.40,9.41,9.10,-0.33,-3.47,3.11,-52.77,8.19,166.77,,10.45,8.55,-16.03,9.41,117.63,-64.69,2026-06-16T18:29:50.620362
002584,sz,西陇科学,8.50,8.25,8.14,8.61,8.08,0.25,3.03,14.70,-68.95,2.27,49.74,,9.08,7.43,0.59,8.61,39.82,-65.89,2026-06-16T18:29:50.620362
002585,sz,双星新材,14.01,12.74,13.77,14.01,13.74,1.27,9.97,6.95,-33.27,1.93,159.90,,14.01,11.47,82.18,14.01,124.23,-30.32,2026-06-16T18:29:50.620362
002586,sz,ST围海,3.82,3.92,3.92,3.92,3.77,-0.10,-2.55,0.51,16.44,1.36,43.71,,4.12,3.72,-26.25,3.92,41.54,15.99,2026-06-16T18:29:50.620362
002587,sz,奥拓电子,6.99,6.79,6.78,7.04,6.59,0.20,2.95,6.68,365.18,3.48,45.75,,7.47,6.11,-3.32,7.04,37.24,419.14,2026-06-16T18:29:50.620362
002588,sz,史丹利,8.74,8.96,8.92,8.93,8.68,-0.22,-2.46,1.49,9.27,1.33,100.68,,9.86,8.06,-20.26,8.93,75.04,9.74,2026-06-16T18:29:50.620362
002589,sz,瑞康医药,2.69,2.72,2.71,2.72,2.66,-0.03,-1.10,1.65,281.97,0.76,40.48,,2.99,2.45,-14.33,2.72,36.73,251.86,2026-06-16T18:29:50.620362
002590,sz,万安科技,11.21,11.21,11.21,11.28,11.02,0.00,0.00,1.33,27.21,1.91,58.19,,12.33,10.09,-17.12,11.28,55.48,27.26,2026-06-16T18:29:50.620362
002591,sz,恒大高新,7.20,7.10,7.16,7.35,6.99,0.10,1.41,4.41,-99.33,3.38,21.61,,7.81,6.39,-2.96,7.35,16.09,-83.58,2026-06-16T18:29:50.620362
002592,sz,ST八菱,6.67,6.73,6.74,6.79,6.52,-0.06,-0.89,0.87,20.07,1.98,18.90,,7.07,6.39,-32.35,6.79,17.52,16.16,2026-06-16T18:29:50.620362
002593,sz,日上集团,4.53,4.54,4.56,4.57,4.42,-0.01,-0.22,2.42,28.44,1.50,36.41,,4.99,4.09,-19.40,4.57,25.39,33.09,2026-06-16T18:29:50.620362
002594,sz,比亚迪,89.64,90.82,90.35,90.50,89.50,-1.18,-1.30,0.96,29.67,3.52,8172.66,,99.90,81.74,-11.85,90.50,3125.40,25.05,2026-06-16T18:29:50.620362
002595,sz,豪迈科技,48.09,49.37,49.49,50.77,47.89,-1.28,-2.59,0.81,23.35,4.75,557.84,,54.31,44.43,-20.95,50.77,553.99,23.31,2026-06-16T18:29:50.620362
002596,sz,海南瑞泽,3.58,3.60,3.60,3.64,3.52,-0.02,-0.56,1.76,-20.43,7.73,41.08,,3.96,3.24,-10.72,3.64,41.05,-19.13,2026-06-16T18:29:50.620362
002597,sz,金禾实业,21.05,22.08,21.90,22.25,20.72,-1.03,-4.66,2.32,59.50,1.53,119.63,,24.29,19.87,-10.32,22.25,119.41,34.47,2026-06-16T18:29:50.620362
002598,sz,ST章鼓,7.31,7.19,7.25,7.33,7.13,0.12,1.67,1.02,38.35,1.82,22.81,,7.55,6.83,-25.33,7.33,20.95,36.14,2026-06-16T18:29:50.620362
002599,sz,盛通股份,5.81,5.79,5.76,5.85,5.66,0.02,0.35,2.56,318.82,2.52,30.95,,6.37,5.21,-22.22,5.85,23.12,411.22,2026-06-16T18:29:50.620362
002600,sz,领益智造,15.69,15.04,15.00,15.95,14.86,0.65,4.32,3.13,54.24,4.73,1146.66,,16.54,13.54,10.26,15.95,1129.63,50.12,2026-06-16T18:29:50.620362
002601,sz,龙佰集团,15.40,15.69,15.55,15.70,15.25,-0.29,-1.85,1.48,49.26,1.61,367.17,,17.26,14.12,-19.46,15.70,306.09,29.50,2026-06-16T18:29:50.620362
002602,sz,世纪华通,13.25,13.95,13.86,13.89,13.14,-0.70,-5.02,3.32,15.54,3.07,976.62,,15.35,12.56,-21.97,13.89,900.58,17.42,2026-06-16T18:29:50.620362
002603,sz,以岭药业,15.11,15.43,15.33,15.38,15.02,-0.32,-2.07,0.93,18.43,2.39,252.44,,16.97,13.89,-8.09,15.38,207.99,19.62,2026-06-16T18:29:50.620362
002605,sz,姚记科技,18.83,18.92,18.97,19.32,18.80,-0.09,-0.48,2.06,16.86,2.14,78.63,,20.81,17.03,-17.05,19.32,63.69,16.83,2026-06-16T18:29:50.620362
002606,sz,大连电瓷,14.14,13.78,13.79,14.29,13.65,0.36,2.61,7.10,24.72,3.18,62.08,,15.16,12.40,13.28,14.29,59.55,29.30,2026-06-16T18:29:50.620362
002607,sz,中公教育,2.04,2.08,2.08,2.08,2.01,-0.04,-1.92,3.33,223.78,15.64,125.81,,2.29,1.87,-27.66,2.08,113.09,257.34,2026-06-16T18:29:50.620362
002608,sz,江苏国信,9.10,9.01,8.91,9.38,8.90,0.09,1.00,1.80,10.17,0.96,343.81,,9.91,8.11,8.98,9.38,343.81,9.92,2026-06-16T18:29:50.620362
002609,sz,捷顺科技,7.57,7.49,7.49,7.69,7.38,0.08,1.07,1.79,76.30,2.08,48.71,,8.24,6.74,-15.09,7.69,34.74,76.62,2026-06-16T18:29:50.620362
002611,sz,东方精工,18.46,18.63,18.73,18.89,18.34,-0.17,-0.91,4.92,51.05,3.97,224.71,,20.49,16.77,10.68,18.89,184.95,30.98,2026-06-16T18:29:50.620362
002612,sz,朗姿股份,11.93,12.08,12.08,12.08,11.84,-0.15,-1.24,1.66,5.55,1.88,52.78,,13.29,10.87,-27.26,12.08,30.36,5.28,2026-06-16T18:29:50.620362
002613,sz,北玻股份,4.87,4.79,4.80,4.97,4.68,0.08,1.67,24.84,507.33,2.43,53.60,,5.27,4.31,19.66,4.97,37.68,170.92,2026-06-16T18:29:50.620362
002614,sz,奥佳华,4.77,4.83,4.82,4.83,4.72,-0.06,-1.24,1.91,-53.26,0.70,29.75,,5.31,4.35,-26.84,4.83,21.05,242.39,2026-06-16T18:29:50.620362
002615,sz,哈尔斯,7.65,7.48,7.70,7.79,7.45,0.17,2.27,5.19,142.89,1.80,42.83,,8.23,6.73,-9.79,7.79,23.11,61.00,2026-06-16T18:29:50.620362
002616,sz,长青集团,4.92,4.96,4.95,4.98,4.87,-0.04,-0.81,1.83,14.16,1.21,42.27,,5.46,4.46,-16.89,4.98,28.90,15.09,2026-06-16T18:29:50.620362
002617,sz,露笑科技,9.02,8.95,8.95,9.13,8.80,0.07,0.78,10.34,93.14,2.67,172.21,,9.85,8.06,8.15,9.13,169.36,81.22,2026-06-16T18:29:50.620362
002620,sz,*ST瑞和,6.09,5.93,5.82,6.18,5.77,0.16,2.70,5.49,-25.22,-31.19,22.99,,6.23,5.63,-13.37,6.18,19.25,-25.74,2026-06-16T18:29:50.620362
002622,sz,皓宸医疗,2.30,2.30,2.27,2.33,2.19,0.00,0.00,3.78,-16.72,7.22,19.32,,2.53,2.07,-19.30,2.33,19.32,-16.18,2026-06-16T18:29:50.620362
002623,sz,亚玛顿,17.57,17.23,17.23,17.69,16.92,0.34,1.97,2.69,-22.39,1.36,33.92,,18.95,15.51,-26.09,17.69,33.85,-31.50,2026-06-16T18:29:50.620362
002624,sz,完美世界,13.32,13.21,13.15,13.74,13.04,0.11,0.83,4.19,48.63,3.93,258.40,,14.53,11.89,-29.22,13.74,243.45,35.36,2026-06-16T18:29:50.620362
002625,sz,光启技术,38.00,38.30,38.70,38.76,37.90,-0.30,-0.78,1.14,114.90,8.37,818.74,,42.13,34.47,-11.38,38.76,818.74,119.19,2026-06-16T18:29:50.620362
002626,sz,金达威,14.05,14.43,14.40,14.41,14.03,-0.38,-2.63,0.59,30.20,2.06,85.70,,15.87,12.99,-24.71,14.41,85.69,25.21,2026-06-16T18:29:50.620362
002627,sz,三峡旅游,6.55,6.60,6.65,6.79,6.51,-0.05,-0.76,2.00,77.22,1.53,47.46,,7.26,5.94,-26.24,6.79,46.97,74.24,2026-06-16T18:29:50.620362
002628,sz,成都路桥,4.95,5.06,5.07,5.07,4.93,-0.11,-2.17,2.64,-54.10,1.33,37.48,,5.57,4.55,-5.53,5.07,37.31,-47.68,2026-06-16T18:29:50.620362
002629,sz,仁智股份,4.75,4.91,4.97,4.97,4.68,-0.16,-3.26,4.73,243.78,32.09,20.24,,5.40,4.42,-32.34,4.97,17.21,215.48,2026-06-16T18:29:50.620362
002630,sz,*ST华西,2.01,1.91,1.92,2.01,1.92,0.10,5.24,1.63,-7.36,-31.17,23.73,,2.01,1.81,-12.99,2.01,21.64,-8.27,2026-06-16T18:29:50.620362
002631,sz,德尔未来,7.76,7.93,7.83,7.90,7.52,-0.17,-2.14,3.35,-30.56,3.06,61.87,,8.72,7.14,4.86,7.90,61.58,-28.01,2026-06-16T18:29:50.875643
002632,sz,道明光学,10.08,9.97,9.97,10.22,9.73,0.11,1.10,1.93,29.81,2.97,62.96,,10.97,8.97,-26.37,10.22,57.90,28.41,2026-06-16T18:29:50.875643
002633,sz,申科股份,16.61,16.85,16.85,16.98,16.44,-0.24,-1.42,1.40,262.20,5.79,24.91,,18.54,15.17,-12.72,16.98,24.83,482.85,2026-06-16T18:29:50.875643
002634,sz,*ST棒杰,5.14,4.95,5.12,5.18,4.82,0.19,3.84,4.22,-2.37,-3.03,23.61,,5.20,4.70,-21.88,5.18,22.73,-2.39,2026-06-16T18:29:50.875643
002635,sz,安洁科技,18.45,17.45,17.52,18.60,17.19,1.00,5.73,11.42,105.93,2.12,121.71,,19.20,15.71,24.16,18.60,72.98,109.44,2026-06-16T18:29:50.875643
002636,sz,金安国纪,101.49,97.34,94.91,102.90,94.50,4.15,4.26,8.30,154.17,19.85,738.85,,107.07,87.61,192.69,102.90,735.11,245.67,2026-06-16T18:29:50.875643
002637,sz,赞宇科技,12.36,12.50,12.33,12.71,12.14,-0.14,-1.12,5.58,28.95,1.54,58.14,,13.75,11.25,-4.92,12.71,57.47,31.88,2026-06-16T18:29:50.875643
002638,sz,勤上股份,4.09,4.09,4.08,4.14,4.03,0.00,0.00,2.66,-17.11,3.11,58.76,,4.50,3.68,-3.31,4.14,55.32,-17.96,2026-06-16T18:29:50.875643
002639,sz,雪人集团,15.19,14.91,15.01,15.35,14.80,0.28,1.88,6.26,392.34,4.61,118.32,,16.40,13.42,-20.89,15.35,100.20,323.88,2026-06-16T18:29:50.875643
002640,sz,跨境通,3.65,3.61,3.67,3.79,3.55,0.04,1.11,8.47,-22.18,8.83,56.87,,3.97,3.25,-1.62,3.79,56.51,-13.62,2026-06-16T18:29:50.875643
002641,sz,公元股份,4.20,4.25,4.25,4.25,4.12,-0.05,-1.18,1.72,74.90,0.95,51.62,,4.68,3.83,-3.00,4.25,47.63,82.61,2026-06-16T18:29:50.875643
002642,sz,荣联科技,7.08,6.95,6.93,7.11,6.69,0.13,1.87,3.40,234.84,3.94,46.84,,7.65,6.26,-14.80,7.11,46.84,234.01,2026-06-16T18:29:50.875643
002643,sz,万润股份,16.90,16.12,16.14,17.09,16.00,0.78,4.84,4.52,52.93,2.23,154.79,,17.73,14.51,5.13,17.09,152.47,54.41,2026-06-16T18:29:50.875643
002644,sz,佛慈制药,7.58,7.57,7.56,7.63,7.42,0.01,0.13,0.60,73.75,2.10,38.71,,8.33,6.81,-15.31,7.63,38.71,78.66,2026-06-16T18:29:50.875643
002645,sz,华宏科技,33.63,30.57,30.60,33.63,30.18,3.06,10.01,6.61,65.01,6.02,253.27,,33.63,27.51,135.45,33.63,228.76,123.97,2026-06-16T18:29:50.875643
002646,sz,天佑德酒,6.84,6.93,6.91,6.93,6.78,-0.09,-1.30,0.99,-222.54,1.14,32.77,,7.62,6.24,-19.05,6.93,32.55,762.46,2026-06-16T18:29:50.875643
002647,sz,仁东控股,11.53,11.67,11.67,11.70,11.31,-0.14,-1.20,1.83,-166.41,20.94,130.32,,12.84,10.50,25.33,11.70,117.06,36.24,2026-06-16T18:29:50.875643
002648,sz,卫星化学,22.33,23.27,23.00,23.00,22.28,-0.94,-4.04,1.97,12.84,2.23,752.22,,25.60,20.94,-12.64,23.00,751.74,14.16,2026-06-16T18:29:50.875643
002649,sz,博彦科技,8.97,8.93,8.88,9.02,8.76,0.04,0.45,1.87,120.38,1.26,53.05,,9.82,8.04,-28.58,9.02,48.11,50.94,2026-06-16T18:29:50.875643
002650,sz,ST加加,7.27,7.44,7.45,7.45,7.24,-0.17,-2.28,0.41,-62.52,4.62,80.48,,7.81,7.07,10.15,7.45,80.48,-54.57,2026-06-16T18:29:50.875643
